,week,Plot,SubPlot,pH,PrepH,SoilMoisture,PreSoilMoisture,N,PreN,P,PreP,K,PreK,Mg,PreMg,Ca,PreCa,Temperature,PreTemperature,Humidity,PreHumidity,Light,PreLight,plantHeight,NoOfTiller,NoOfPanicle,SPAD,NoOfSpikelet,NoOfFilledGrain,NoOfUnfilledGrain,WeightGrain
264,4,3,5,6.690885,,69.72023,,2.394321,,0.202835,,3.709507,,1.444533,,0.463592,,27.61512,,89.71997,,1005.241,,0.165499,0.090189,0.177099,1.678262,1.678262,1.636991,1.198416,1.735295
265,4,3,6,6.630669,,62.02139,,2.03934,,0.029857,,2.755246,,1.182412,,0.366521,,27.4182,,89.51581,,1005.444,,0.167675,0.09032,0.178073,1.69443,1.69443,1.664455,1.222876,1.764211
266,4,3,7,7.58915,,86.79016,,2.991256,,0.15301,,1.830095,,1.742158,,0.548724,,20.0169,,88.82624,,1001.413,,0.168064,0.09067,0.18091,1.711652,1.711652,1.672743,1.23249,1.79119
267,4,3,8,6.118286,,67.07418,,1.124001,,0.11517,,2.954206,,1.163019,,0.313871,,23.24153,,89.25211,,1005.443,,0.170879,0.090965,0.184156,1.722266,1.722266,1.691782,1.242651,1.799949
268,4,3,9,6.795853,,88.80776,,1.882201,,0.081207,,3.01569,,1.292076,,0.556777,,28.08791,,89.56256,,1003.971,,0.170959,0.092065,0.187624,1.724945,1.724945,1.721869,1.242722,1.826094
269,4,3,10,7.242725,,79.41773,,2.025333,,0.132926,,2.047338,,1.653685,,0.216242,,21.89375,,88.12567,,1001.07,,0.171687,0.092523,0.190713,1.754063,1.754063,1.750707,1.264555,1.836354
270,4,4,1,8.031281,,42.00982,,1.49494,,0.032461,,2.38582,,0.674242,,0.069622,,34.47427,,89.90496,,1005.218,,0.125897,0.125897,1.065484,0.125897,0.062882,2.369223,1.329287,1.358049
271,4,4,2,7.906923,,40.54443,,1.397546,,0.083037,,2.545904,,0.690093,,0.181531,,34.15773,,88.58607,,1002.645,,0.125897,0.125897,1.081338,0.125897,0.063492,2.411875,1.33647,1.366747
272,4,4,3,7.970734,,42.11281,,1.065741,,0.053026,,1.744043,,0.974794,,0.085884,,32.73806,,88.01428,,1007.831,,0.125897,0.125897,1.084565,0.125897,0.064542,2.446364,1.346946,1.378928
273,4,4,4,7.596311,,43.16385,,1.362289,,0.013058,,2.529977,,0.241675,,0.102925,,32.62378,,88.05043,,1002.587,,0.125897,0.125897,1.084988,0.125897,0.06484,2.466822,1.364129,1.38644
274,4,4,5,7.898824,,41.75979,,1.037194,,0.087143,,2.540498,,0.667191,,0.128656,,29.15321,,89.11452,,1008.777,,0.125897,0.125897,1.087472,0.125897,0.065642,2.485815,1.365668,1.39124
275,4,4,6,8.012302,,46.43976,,1.075615,,0.071821,,2.671088,,0.711532,,0.076261,,31.46437,,89.65968,,1006.944,,0.125897,0.125897,1.08818,0.125897,0.06584,2.521802,1.370599,1.39655
276,4,4,7,7.935492,,49.16812,,1.440487,,0.082515,,2.502244,,0.690948,,0.060641,,34.23525,,88.34448,,1006.017,,0.125897,0.125897,1.106448,0.125897,0.066475,2.552377,1.378361,1.40517
277,4,4,8,7.592967,,40.15405,,1.32618,,0.09371,,2.499314,,0.367158,,0.151714,,34.78501,,89.78751,,1007.062,,0.125897,0.125897,1.119106,0.125897,0.066614,2.557047,1.392901,1.429753
278,4,4,9,7.840511,,46.9638,,1.255355,,0.021105,,2.206441,,0.709027,,0.067014,,32.60571,,89.47175,,1007.18,,0.125897,0.125897,1.137176,0.125897,0.066879,2.565976,1.415529,1.447284
279,4,4,10,7.83321,,45.77033,,1.321734,,0.056147,,2.167646,,0.292961,,0.008119,,34.24661,,88.35619,,1009.32,,0.125897,0.125897,1.155375,0.125897,0.068054,2.57481,1.428898,1.447698
280,4,5,1,7.875935,,89.5208,,1.078692,,0.213023,,3.166407,,1.932766,,0.537513,,24.72847,,88.93628,,1007.534,,0.175161,0.094451,0.191508,1.76862,1.76862,1.768585,1.283475,1.854054
281,4,5,2,7.422174,,71.30794,,2.08729,,0.28454,,3.179086,,1.56516,,0.200004,,28.85926,,89.94658,,1008.441,,0.178423,0.095867,0.194422,1.778068,1.778068,1.770069,1.306194,1.885014
282,4,5,3,6.125803,,70.5118,,2.404165,,0.298799,,3.780219,,1.586614,,0.580725,,22.30757,,88.21515,,1008.305,,0.181556,0.096766,0.197838,1.81132,1.81132,1.790879,1.315266,1.893787
283,4,5,4,7.697008,,62.36758,,1.752474,,0.157997,,3.850902,,1.877702,,0.359007,,20.64592,,88.08121,,1005.382,,0.184837,0.097548,0.200292,1.828814,1.828814,1.819489,1.333949,1.920429
284,4,5,5,7.004237,,69.36934,,1.076334,,0.274237,,1.481569,,1.404875,,0.291796,,28.42984,,89.19777,,1006.737,,0.187083,0.099202,0.20284,1.831,1.831,1.847062,1.358367,1.930568
285,4,5,6,6.49238,,76.64147,,1.664925,,0.050959,,3.289005,,1.113759,,0.293151,,27.68366,,88.96462,,1005.123,,0.187779,0.100554,0.204409,1.844987,1.844987,1.875629,1.361793,1.945842
286,4,5,7,7.784771,,80.27668,,1.06642,,0.108614,,3.611241,,1.883876,,0.251895,,29.22272,,89.0649,,1006.071,,0.190773,0.101763,0.204429,1.858611,1.858611,1.877122,1.385404,1.978751
287,4,5,8,7.453225,,83.57366,,2.828096,,0.214335,,3.308457,,1.527755,,0.424834,,22.40114,,88.66743,,1002.131,,0.191369,0.103059,0.20769,1.8776,1.8776,1.910961,1.410178,1.981395
288,4,5,9,6.753695,,68.81315,,2.061308,,0.042544,,3.18355,,1.222913,,0.302533,,23.67818,,88.13026,,1004.021,,0.193361,0.103335,0.209587,1.887026,1.887026,1.923037,1.418932,2.002964
289,4,5,10,5.939573,,73.15727,,1.760887,,0.098996,,1.225776,,1.756892,,0.265625,,26.42515,,89.22973,,1009.332,,0.194067,0.103421,0.21171,1.919206,1.919206,1.93633,1.438007,2.036349
290,4,6,1,7.752492,,69.95482,,2.54331,,0.157045,,2.223189,,1.951172,,0.302372,,22.60683,,89.86236,,1006.626,,0.194681,0.10369,0.212841,1.949905,1.949905,1.94323,1.450374,2.066759
291,4,6,2,6.57147,,68.11703,,2.087346,,0.298009,,2.854734,,1.125136,,0.36417,,22.62669,,89.92994,,1009.983,,0.195265,0.105448,0.214464,1.979786,1.979786,1.963735,1.474336,2.078637
292,4,6,3,5.925157,,81.48554,,1.643304,,0.220111,,1.830743,,1.770728,,0.447174,,29.18931,,88.52644,,1002.774,,0.198306,0.106551,0.215104,1.993469,1.993469,1.991516,1.487846,2.096961
293,4,6,4,7.759967,,66.54006,,2.351907,,0.179604,,3.958186,,1.505752,,0.436676,,25.49747,,88.89814,,1005.641,,0.199351,0.107037,0.215472,2.006665,2.006665,2.000086,1.504635,2.130438
294,4,6,5,6.305711,,77.96114,,2.718162,,0.116183,,2.885825,,1.54444,,0.335632,,23.71743,,88.11099,,1008.843,,0.202269,0.1086,0.218967,2.040668,2.040668,2.001508,1.511199,2.136534
295,4,6,6,5.907229,,72.19045,,1.649837,,0.088032,,2.798239,,1.35025,,0.595693,,23.88123,,88.54456,,1009.583,,0.203678,0.110206,0.221954,2.060506,2.060506,2.023146,1.515018,2.144598
296,4,6,7,6.06098,,66.2096,,2.113831,,0.251421,,3.420919,,1.814969,,0.505411,,25.59124,,88.13056,,1008.58,,0.205679,0.110355,0.222303,2.074664,2.074664,2.047915,1.53619,2.150411
297,4,6,8,7.586557,,68.93599,,1.127043,,0.187011,,3.327924,,1.265451,,0.220084,,28.16917,,88.22852,,1000.897,,0.207147,0.111163,0.223998,2.097778,2.097778,2.075951,1.55832,2.181135
298,4,6,9,7.716868,,77.65504,,2.935666,,0.013831,,2.435201,,1.604356,,0.580698,,20.76238,,89.44801,,1000.727,,0.208233,0.112741,0.226336,2.107437,2.107437,2.091661,1.559816,2.183643
299,4,6,10,7.004955,,67.23583,,2.428465,,0.070622,,2.901135,,1.75627,,0.417428,,28.59723,,89.46951,,1004.124,,0.209334,0.113345,0.22648,2.127517,2.127517,2.12267,1.581883,2.191944
300,4,7,1,6.336808,,85.43243,,2.915313,,0.214288,,5.562865,,1.728898,,0.440429,,26.65422,,89.02531,,1003.233,,0.129343,0.166846,1.566694,1.311725,0.124429,1.311725,1.997517,1.834683
301,4,7,2,6.636679,,80.05058,,2.337266,,0.28766,,5.563448,,1.821348,,0.432438,,25.03849,,88.46506,,1001.474,,0.131435,0.167719,1.599816,1.347108,0.125419,1.347108,2.029996,1.841507
302,4,7,3,6.515706,,87.21114,,2.949418,,0.232187,,5.367467,,1.670306,,0.672112,,26.21976,,89.78464,,1005.446,,0.13493,0.170908,1.642857,1.356766,0.126129,1.356766,2.060128,1.8902
303,4,7,4,6.607397,,84.48549,,2.913258,,0.278343,,5.450153,,1.921292,,0.542998,,26.3462,,89.10094,,1009.239,,0.1392,0.173672,1.675424,1.383961,0.130461,1.383961,2.118934,1.897636
304,4,7,5,6.799134,,82.55552,,2.495789,,0.295935,,5.345485,,1.602095,,0.600557,,25.49716,,88.49767,,1009.176,,0.142972,0.178617,1.716447,1.403085,0.131836,1.403085,2.156109,1.942255
305,4,7,6,6.4523,,81.29416,,2.993758,,0.230563,,5.311335,,1.958452,,0.550209,,25.84431,,89.13134,,1004.587,,0.144115,0.183099,1.754791,1.447799,0.134637,1.447799,2.174763,1.966228
306,4,7,7,6.631767,,89.39659,,2.263156,,0.257258,,5.08641,,1.942571,,0.656314,,26.9157,,89.06744,,1002.52,,0.145602,0.186446,1.796761,1.471269,0.135697,1.471269,2.232708,2.00649
307,4,7,8,6.601043,,81.84808,,2.647556,,0.236834,,5.430763,,1.667332,,0.584371,,26.78967,,88.81789,,1003.519,,0.149515,0.190482,1.805731,1.491321,0.136401,1.491321,2.246771,2.058258
308,4,7,9,6.790479,,83.73151,,2.182928,,0.206133,,5.672944,,1.541306,,0.52843,,25.40499,,89.64934,,1009.497,,0.151605,0.195177,1.831139,1.515291,0.140304,1.515291,2.299564,2.087349
309,4,7,10,6.335201,,87.59557,,2.051969,,0.240139,,5.285629,,1.851495,,0.475349,,25.55407,,89.81033,,1007.132,,0.152975,0.19694,1.835657,1.551016,0.142683,1.551016,2.299946,2.09826
310,4,8,1,6.767474,,80.96965,,2.712337,,0.230528,,5.040796,,1.679681,,0.691753,,26.86833,,89.46537,,1001.691,,0.156049,0.197803,1.85268,1.557592,0.143278,1.557592,2.34328,2.148812
311,4,8,2,6.766495,,88.69242,,2.421262,,0.232979,,5.172773,,1.63186,,0.440572,,25.59208,,88.23873,,1005.756,,0.159504,0.197949,1.87846,1.579762,0.14533,1.579762,2.348229,2.213638
312,4,8,3,6.504181,,84.99778,,2.297672,,0.270158,,5.025875,,1.806617,,0.676428,,26.98226,,89.65556,,1005.444,,0.162316,0.200289,1.910228,1.61601,0.147143,1.61601,2.388232,2.233226
313,4,8,4,6.358832,,89.25409,,2.212375,,0.275396,,5.0287,,1.692651,,0.649229,,25.68674,,89.64692,,1003.567,,0.165863,0.201492,1.934483,1.64702,0.150375,1.64702,2.424541,2.259856
314,4,8,5,6.403625,,87.65625,,2.700804,,0.289967,,5.94005,,1.525096,,0.4308,,25.95234,,89.7393,,1008.504,,0.167499,0.206371,1.937715,1.676346,0.153541,1.676346,2.480596,2.28064
315,4,8,6,6.893484,,88.55528,,2.761195,,0.208313,,5.153018,,1.980502,,0.539885,,26.43644,,88.76551,,1009.168,,0.168916,0.21136,1.952074,1.71228,0.153566,1.71228,2.516262,2.325467
316,4,8,7,6.355808,,83.49941,,2.228185,,0.229594,,5.756957,,1.934809,,0.404362,,25.10021,,88.38597,,1001.702,,0.17094,0.213766,1.980191,1.719641,0.15365,1.719641,2.534835,2.328458
317,4,8,8,6.803429,,88.72047,,2.154465,,0.248821,,5.954712,,1.740481,,0.45817,,26.95043,,88.91245,,1003.616,,0.171196,0.218551,2.016436,1.750525,0.155941,1.750525,2.558452,2.347173
318,4,8,9,6.556881,,88.5444,,2.878409,,0.254585,,5.809087,,1.837583,,0.415434,,25.47444,,88.61298,,1002.836,,0.172986,0.223793,2.025714,1.775456,0.159749,1.775456,2.575909,2.405882
319,4,8,10,6.454211,,87.05613,,2.017338,,0.23562,,5.621272,,1.759714,,0.497618,,25.2708,,88.84005,,1000.004,,0.174857,0.224419,2.055041,1.796367,0.160702,1.796367,2.605585,2.40735
320,5,1,1,7.945809,,44.96799,,1.096323,,0.024401,,2.563688,,0.213517,,0.177737,,33.43532,,89.32034,,1009.434,,0.174857,0.174857,1.172026,0.174857,0.068826,2.600198,1.439343,1.46264
321,5,1,2,7.804835,,45.00756,,1.380023,,0.087012,,2.330233,,0.516978,,0.065595,,31.58193,,89.7784,,1008.806,,0.174857,0.174857,1.185768,0.174857,0.069662,2.615897,1.443351,1.467435
322,5,1,3,7.931062,,44.43687,,1.057573,,0.051596,,2.694353,,0.212541,,0.167113,,33.24163,,88.52899,,1006.075,,0.174857,0.174857,1.196637,0.174857,0.070138,2.638861,1.461744,1.468221
323,5,1,4,7.348638,,40.69197,,1.353385,,0.049553,,1.910694,,0.298111,,0.131212,,31.7925,,88.82023,,1006.88,,0.174857,0.174857,1.20185,0.174857,0.070674,2.644415,1.463078,1.485831
324,5,1,5,7.768564,,41.7315,,1.255255,,0.042344,,1.867505,,0.261834,,0.124449,,31.35847,,89.8747,,1006.372,,0.174857,0.174857,1.213506,0.174857,0.071087,2.666782,1.465716,1.505584
325,5,1,6,8.025852,,48.66188,,1.329814,,0.01511,,2.479571,,0.506667,,0.073266,,31.98598,,88.01337,,1003.209,,0.174857,0.174857,1.220471,0.174857,0.071117,2.706799,1.487291,1.512453
326,5,1,7,7.634016,,48.04062,,1.402661,,0.079234,,2.238845,,0.459749,,0.150791,,34.86828,,89.72474,,1001.694,,0.174857,0.174857,1.223954,0.174857,0.07161,2.727344,1.508479,1.513087
327,5,1,8,7.39085,,42.06291,,1.277908,,0.015397,,1.582302,,0.672165,,0.118643,,33.6396,,88.54562,,1008.225,,0.174857,0.174857,1.224523,0.174857,0.072046,2.767913,1.527776,1.52476
328,5,1,9,7.813337,,49.54393,,1.101167,,0.040591,,2.58195,,0.396022,,0.123662,,30.5842,,88.62127,,1005.869,,0.174857,0.174857,1.23997,0.174857,0.073144,2.785216,1.531096,1.524991
329,5,1,10,7.82597,,43.68496,,1.110096,,0.042432,,2.264642,,0.486235,,0.148998,,28.95385,,88.90661,,1005.678,,0.174857,0.174857,1.253516,0.174857,0.073604,2.818643,1.532329,1.549107
330,5,2,1,7.943595,,48.74565,,1.056512,,0.051386,,2.373588,,0.868732,,0.1048,,30.34932,,88.46508,,1000.089,,0.174857,0.174857,1.257183,0.174857,0.074241,2.826239,1.542403,1.551132
331,5,2,2,7.426447,,42.82758,,1.273234,,0.099737,,1.408384,,0.789338,,0.060815,,31.39739,,89.59324,,1006.87,,0.174857,0.174857,1.276615,0.174857,0.074982,2.828346,1.542503,1.564743
332,5,2,3,7.348754,,45.87505,,1.333193,,0.025938,,1.285517,,0.635578,,0.138823,,32.68098,,89.33232,,1007.894,,0.174857,0.174857,1.28333,0.174857,0.076106,2.852175,1.562898,1.570038
333,5,2,4,7.339576,,41.36682,,1.004027,,0.028484,,2.498314,,0.324993,,0.02987,,32.65001,,88.76411,,1008.914,,0.174857,0.174857,1.30003,0.174857,0.076975,2.89413,1.567757,1.59384
334,5,2,5,8.01977,,45.33336,,1.296784,,0.098178,,2.931497,,0.80353,,0.144459,,32.74978,,88.07667,,1001.916,,0.174857,0.174857,1.316629,0.174857,0.077717,2.896293,1.571584,1.607743
335,5,2,6,7.896292,,42.60262,,1.256739,,0.034484,,2.31626,,0.522077,,0.141854,,30.31811,,88.50134,,1007.503,,0.174857,0.174857,1.320645,0.174857,0.078185,2.927142,1.582095,1.62709
336,5,2,7,7.982169,,49.28222,,1.28192,,0.042242,,1.003051,,0.584033,,0.048155,,31.48542,,88.67461,,1002.399,,0.174857,0.174857,1.327691,0.174857,0.078783,2.964208,1.602471,1.652339
337,5,2,8,7.55221,,40.76776,,1.337251,,0.093894,,2.285884,,0.8024,,0.032767,,28.88125,,88.06052,,1002.693,,0.174857,0.174857,1.334701,0.174857,0.079309,2.996078,1.611856,1.653781
338,5,2,9,7.78546,,42.33835,,1.116391,,0.094693,,1.893639,,0.247851,,0.083438,,30.29124,,88.57734,,1002.689,,0.174857,0.174857,1.338036,0.174857,0.079855,3.002225,1.635036,1.67423
339,5,2,10,7.774306,,43.01612,,1.306325,,0.083124,,2.629586,,0.58434,,0.038021,,29.35297,,89.66538,,1002.656,,0.174857,0.174857,1.350889,0.174857,0.081043,3.031711,1.645132,1.677934
340,5,3,1,6.779923,,70.63512,,2.940296,,0.296745,,2.338729,,1.663441,,0.270602,,25.28933,,88.19931,,1003.361,,0.212603,0.114042,0.22781,2.14949,2.14949,2.149128,1.593085,2.224077
341,5,3,2,6.836159,,66.4875,,1.142984,,0.161738,,1.236064,,1.599786,,0.354462,,20.89842,,88.15673,,1004.625,,0.214617,0.114278,0.229492,2.159768,2.159768,2.178656,1.616724,2.229515
342,5,3,3,7.587329,,64.22389,,2.860904,,0.015123,,3.536117,,1.033965,,0.212914,,23.45383,,89.84097,,1008.041,,0.215317,0.115363,0.231291,2.170922,2.170922,2.212699,1.632927,2.258444
343,5,3,4,6.582966,,66.08643,,2.851615,,0.037201,,3.680995,,1.612013,,0.294848,,25.85699,,89.18486,,1001.133,,0.215831,0.115364,0.231396,2.188867,2.188867,2.2312,1.654013,2.291862
344,5,3,5,6.838607,,75.38012,,1.362566,,0.242197,,3.225166,,1.465246,,0.477289,,23.74974,,88.67905,,1001.463,,0.216797,0.116882,0.234793,2.191637,2.191637,2.240614,1.657625,2.32543
345,5,3,6,6.249163,,62.75678,,2.593756,,0.058101,,1.267208,,1.042733,,0.229475,,22.36764,,88.37062,,1000.633,,0.218342,0.118578,0.237689,2.21981,2.21981,2.243461,1.675341,2.335333
346,5,3,7,6.318588,,69.10064,,2.684846,,0.216552,,2.722599,,1.572673,,0.358329,,28.01167,,89.75993,,1001.975,,0.219752,0.119445,0.240077,2.229145,2.229145,2.27649,1.697733,2.359676
347,5,3,8,7.530871,,81.15092,,2.987309,,0.274023,,3.615235,,1.855931,,0.212682,,27.70513,,89.75317,,1006.629,,0.222811,0.119486,0.241649,2.252922,2.252922,2.291668,1.708823,2.37924
348,5,3,9,6.937132,,82.89665,,2.842793,,0.13341,,3.148427,,1.354245,,0.292621,,27.16897,,88.00334,,1007.734,,0.225682,0.121315,0.24182,2.257454,2.257454,2.304491,1.7138,2.389086
349,5,3,10,7.540945,,85.14207,,2.658607,,0.276953,,3.316092,,1.556661,,0.408549,,22.88563,,88.07944,,1008.228,,0.226787,0.122762,0.243851,2.283925,2.283925,2.335535,1.725307,2.393754
350,5,4,1,7.745995,,41.34836,,1.178136,,0.047548,,2.899093,,0.997378,,0.172639,,28.29346,,88.70963,,1000.294,,0.174857,0.174857,1.355123,0.174857,0.081721,3.0685,1.654707,1.699399
351,5,4,2,8.075273,,47.0549,,1.081339,,0.024339,,2.904703,,0.365629,,0.192771,,29.53642,,89.91169,,1008.432,,0.174857,0.174857,1.361068,0.174857,0.082651,3.092681,1.666899,1.720141
352,5,4,3,8.053247,,41.62066,,1.382235,,0.067342,,2.742441,,0.716888,,0.08441,,30.50566,,88.88386,,1003.149,,0.174857,0.174857,1.378132,0.174857,0.082994,3.106842,1.682983,1.731036
353,5,4,4,7.580716,,45.83505,,1.156093,,0.098462,,1.513521,,0.202165,,0.141667,,34.24199,,88.28892,,1008.878,,0.174857,0.174857,1.393213,0.174857,0.08361,3.123328,1.706742,1.734762
354,5,4,5,7.905785,,45.63354,,1.477844,,0.031272,,1.292803,,0.476519,,0.00763,,29.98444,,89.71458,,1005.322,,0.174857,0.174857,1.396292,0.174857,0.08473,3.149082,1.722583,1.750089
355,5,4,6,7.850574,,49.53743,,1.060612,,0.041562,,2.352284,,0.629102,,0.147897,,34.07496,,88.55271,,1000.052,,0.174857,0.174857,1.402689,0.174857,0.085917,3.170938,1.74324,1.763905
356,5,4,7,7.560205,,49.0882,,1.42204,,0.032475,,2.763903,,0.781793,,0.090414,,28.03698,,88.52125,,1003.495,,0.174857,0.174857,1.416913,0.174857,0.086391,3.187541,1.761366,1.764857
357,5,4,8,8.043038,,49.11148,,1.002534,,0.011409,,1.084685,,0.753664,,0.126178,,30.0081,,89.11861,,1002.048,,0.174857,0.174857,1.416917,0.174857,0.086606,3.203633,1.784406,1.771059
358,5,4,9,7.311262,,40.78189,,1.097457,,0.054835,,1.084313,,0.523232,,0.086326,,29.11945,,88.02226,,1004.466,,0.174857,0.174857,1.422273,0.174857,0.086853,3.238008,1.796295,1.778872
359,5,4,10,7.690652,,40.48014,,1.01797,,0.018815,,1.590706,,0.491931,,0.048254,,28.32,,88.06498,,1002.432,,0.174857,0.174857,1.428253,0.174857,0.087904,3.271341,1.801859,1.788335
360,5,5,1,6.795383,,61.66147,,1.117911,,0.267053,,2.181815,,1.167595,,0.367414,,25.48466,,88.99287,,1003.126,,0.229528,0.12324,0.244098,2.316954,2.316954,2.354152,1.73429,2.41098
361,5,5,2,6.98786,,60.18045,,2.485425,,0.231615,,1.709211,,1.044848,,0.566717,,28.95362,,89.72219,,1004.09,,0.231684,0.124485,0.245837,2.339894,2.339894,2.385235,1.754576,2.420505
362,5,5,3,7.720794,,85.31716,,2.154728,,0.178238,,3.346823,,1.247806,,0.296584,,23.73324,,89.89482,,1000.632,,0.234446,0.124845,0.246575,2.367976,2.367976,2.38596,1.774442,2.437564
363,5,5,4,6.604623,,77.23651,,2.897623,,0.272008,,2.76132,,1.053583,,0.515953,,29.59081,,88.35718,,1004.601,,0.237848,0.125149,0.248232,2.391394,2.391394,2.419794,1.777774,2.440524
364,5,5,5,6.063094,,64.18853,,2.873257,,0.169701,,3.012838,,1.769254,,0.480723,,26.6519,,89.26526,,1005.736,,0.238193,0.125508,0.251526,2.394661,2.394661,2.443015,1.780801,2.444718
365,5,5,6,7.209588,,75.26261,,1.607363,,0.180782,,2.397912,,1.895283,,0.391966,,29.90996,,88.87011,,1005.157,,0.239708,0.127037,0.254015,2.426465,2.426465,2.462627,1.800232,2.455864
366,5,5,7,7.381417,,65.35354,,2.054954,,0.046694,,3.011543,,1.06343,,0.572864,,22.92895,,89.26917,,1008.356,,0.242936,0.128909,0.255605,2.433829,2.433829,2.488368,1.820921,2.469049
367,5,5,8,7.477721,,75.07052,,2.24756,,0.105026,,3.115965,,1.219236,,0.533982,,28.06639,,89.66881,,1008.414,,0.243915,0.130892,0.258448,2.465105,2.465105,2.500634,1.844511,2.474546
368,5,5,9,6.041031,,78.85563,,2.418675,,0.22147,,3.700536,,1.011638,,0.405693,,29.00581,,89.35761,,1001.05,,0.244918,0.132344,0.261016,2.488261,2.488261,2.528557,1.866802,2.478075
369,5,5,10,6.707053,,63.33519,,1.859616,,0.243162,,3.940147,,1.163296,,0.419954,,26.36862,,89.03588,,1005.861,,0.247695,0.134133,0.264135,2.517806,2.517806,2.555997,1.872476,2.481318
370,5,6,1,6.311397,,78.5021,,1.191204,,0.146449,,3.54043,,1.102245,,0.251867,,29.43174,,89.87173,,1008.785,,0.250236,0.13509,0.267597,2.546227,2.546227,2.556756,1.881946,2.489264
371,5,6,2,7.111106,,72.93341,,1.88227,,0.029638,,3.779282,,1.98951,,0.485973,,25.71646,,89.21985,,1008.632,,0.251678,0.136172,0.271055,2.565228,2.565228,2.569108,1.884131,2.522822
372,5,6,3,7.220912,,78.36474,,2.144521,,0.142111,,1.635095,,1.998018,,0.277383,,25.63423,,89.2986,,1004.203,,0.253036,0.136546,0.272569,2.589977,2.589977,2.59956,1.889832,2.554132
373,5,6,4,6.136753,,70.43025,,2.322942,,0.039022,,1.381126,,1.650111,,0.466849,,27.95927,,89.20549,,1008.209,,0.253232,0.136881,0.274553,2.60573,2.60573,2.624047,1.913674,2.566532
374,5,6,5,7.333052,,80.36322,,1.645207,,0.217016,,3.452205,,1.529765,,0.582297,,25.66192,,88.2652,,1008.169,,0.254837,0.138396,0.276094,2.613337,2.613337,2.643423,1.920012,2.577307
375,5,6,6,5.91229,,70.72113,,2.11221,,0.231376,,3.532047,,1.566359,,0.333542,,23.57171,,88.06259,,1005.042,,0.257761,0.139537,0.276896,2.639371,2.639371,2.647739,1.942904,2.585238
376,5,6,7,7.484101,,75.8317,,1.547624,,0.277964,,2.625168,,1.791064,,0.396375,,27.55793,,89.32104,,1005.999,,0.259476,0.141494,0.28011,2.645754,2.645754,2.650372,1.959352,2.597494
377,5,6,8,6.096159,,64.84938,,2.199655,,0.077374,,1.676888,,1.209845,,0.398259,,21.94506,,89.98527,,1000.72,,0.261498,0.141744,0.282709,2.646574,2.646574,2.650608,1.961997,2.608999
378,5,6,9,6.90008,,77.37065,,1.772262,,0.266338,,2.020991,,1.136178,,0.366291,,29.09184,,89.89627,,1009.575,,0.264586,0.142085,0.283742,2.675479,2.675479,2.6609,1.976707,2.617437
379,5,6,10,7.869698,,78.10715,,1.31809,,0.064714,,2.589375,,1.053959,,0.537086,,27.99227,,88.6915,,1009.864,,0.26466,0.142337,0.284559,2.69846,2.69846,2.689203,1.989557,2.618243
380,5,7,1,6.876867,,83.12077,,2.095838,,0.22706,,5.869105,,1.853936,,0.572655,,25.78292,,88.2739,,1002.967,,0.178353,0.227325,2.065101,1.797207,0.163451,1.797207,2.626231,2.465091
381,5,7,2,6.497885,,89.61453,,2.525416,,0.261072,,5.459833,,1.687302,,0.524767,,25.26894,,88.71085,,1004.809,,0.178862,0.232814,2.103962,1.822393,0.165132,1.822393,2.677991,2.472295
382,5,7,3,6.561665,,84.88534,,2.899859,,0.27164,,5.687667,,1.77629,,0.406384,,25.23569,,89.79959,,1002.746,,0.182244,0.238223,2.147207,1.850548,0.167275,1.850548,2.738939,2.474407
383,5,7,4,6.374589,,85.73822,,2.146823,,0.252283,,5.887604,,1.642526,,0.653065,,26.78379,,89.61563,,1002.627,,0.183738,0.240048,2.16588,1.886218,0.170931,1.886218,2.803736,2.51914
384,5,7,5,6.836517,,85.76331,,2.38254,,0.267568,,5.217161,,1.5087,,0.576286,,26.37738,,89.51011,,1001.594,,0.186944,0.243605,2.179574,1.891563,0.175392,1.891563,2.823368,2.52947
385,5,7,6,6.87886,,87.49129,,2.460788,,0.258214,,5.278253,,1.762537,,0.400215,,25.69475,,89.40963,,1004.443,,0.19059,0.243924,2.187124,1.905765,0.176853,1.905765,2.829666,2.587683
386,5,7,7,6.448574,,88.5314,,2.865964,,0.218379,,5.788867,,1.829007,,0.66893,,26.26754,,89.30658,,1007.192,,0.192686,0.244414,2.225132,1.941504,0.181191,1.941504,2.835236,2.643318
387,5,7,8,6.637043,,84.86286,,2.88415,,0.268637,,5.325246,,1.708689,,0.55921,,25.82008,,89.69047,,1001.33,,0.192802,0.247554,2.254528,1.973059,0.181761,1.973059,2.870494,2.685805
388,5,7,9,6.348399,,89.52509,,2.77259,,0.208627,,5.39252,,1.752283,,0.421755,,26.3261,,89.69231,,1002.677,,0.195726,0.250599,2.268004,2.01254,0.1852,2.01254,2.887275,2.703898
389,5,7,10,6.465102,,88.66703,,2.689203,,0.280287,,5.619489,,1.810501,,0.613822,,26.95157,,89.85976,,1007.633,,0.196222,0.252385,2.28635,2.040016,0.187882,2.040016,2.923309,2.706668
390,5,8,1,6.558243,,87.85824,,2.400998,,0.20458,,5.232099,,1.987362,,0.650254,,26.48357,,88.65275,,1000.498,,0.200078,0.252819,2.319668,2.053667,0.192065,2.053667,2.924795,2.75712
391,5,8,2,6.533155,,89.52552,,2.901869,,0.295931,,5.595049,,1.689268,,0.464879,,26.30208,,88.73916,,1009.226,,0.202488,0.255661,2.329275,2.082755,0.196167,2.082755,2.936841,2.777048
